0001 1086  710  0 2-0 Bzzzzzzzzzzzzzzzzzzzzeeeeeeeewewwwewwwwwwwwwwwwwwww
0001 1086  710  0 2-0 Wzzzzzzzzzzzzzzzzzezzeezeeeeewewwwewwwwwwwwwwwwwwww
0001 1086  710  1 2-0 Bzzzzzzzzzzzzzzzzzwzzeeeeeeeeeewwwewwwwwwwwwwwwwwww
0001 1086  710  1 2-0 Wzzzzzzzzzzzezzzzzezzeezeeeeeeewwwewwwwwwwwwwwwwwww
0001 1086  710  2 2-0 Bzzzzzzzzzzzezzzzzezzeezeeeeeeewwwwwwwwwewwwwwwwwww
0001 1086  710  2 2-0 Wzzzzzzzzzzzeezzzzzzzeezeeeeeeewwwwwwwwwewwwwwwwwww
0001 1086  710  3 2-0 Bzzzzzzzzzzzeezzzzzzzeezeeeeeeewwwwwwwwwwwwwewwwwww
0001 1086  710  3 2-0 Wzzzzzzzzzzzeezzzzzzeeezzeeeeeewwwwwwwwwwwwwewwwwww
0001 1086  710  4 2-0 Bzzzzzzzzzzzeezzzzzzeeezzeeeeeewwwwwwwwwwwwwwwwwwwe
0001 1086  710  4 2-0 Wzzzzzzzzzzzeeezzzzzzeezzeeeeeewwwwwwwwwwwwwwwwwwwe
0001 1086  710  5 2-0 Bzzzzzzzzzzzeeezzzzzzeezzeeeweewewwwwwwwwwwwwwwwwwe
0001 1086  710  5 2-0 Wzzzzzzzzzzzeeezzzzzzeeezeeeeeewzwwwwwwwwwwwwwwwwwe
0001 1086  710  6 2-0 Bzzzzzzzzzzzeeezzzzzzeeezeeeweewewwwwewwwwwwwwwwwwe
0001 1086  710  6 2-0 Wzzzzzzzzezzezezzzzzzeeezeeeweewewwwwewwwwwwwwwwwwe
0001 1086  710  7 2-0 Bzzzzzzzzezzezezzzzzzeeezeeeweewewwwwwwwwewwwwwwwwe
0001 1086  710  7 2-0 Wzzzezzzzzzzezezzzzzzeeezeeeweewewwwwwwwwewwwwwwwwe
0001 1086  710  8 2-0 Bzzzezzzzzzzezezzzzzzeeezeeeweewewwwwwwwwwwwwwewwwe
0001 1086  710  8 2-0 Wzzzezzzzzzzezezzzezzeezzeeeweewewwwwwwwwwwwwwewwwe
0001 1086  710  9 2-0 Bzzzezzzzzzzezezzzezzeezzeeeweewwwwwwewwwwwwwwewwwe
0001 1086  710  9 2-0 Wzzzezzzzzzzeeezzzzzzeezzeeeweewwwwwwewwwwwwwwewwwe
0001 1086  710 10 2-0 Bzzzezzzzzzzeeezzzzzzeezzeeeweewwwwwwwwwwewwwwewwwe
0001 1086  710 10 2-0 Wzzzezzezzzzzeezzzzzzeezzeeeweewwwwwwwwwwewwwwewwwe
0001 1086  710 11 2-0 Bzzzezzezzzzzeezzzzzzeezzeeewewwwwewwwwwwewwwwewwwe
0001 1086  710 11 2-0 Wzzzezzezzzzzeezzzzzeeezzzeewewwwwewwwwwwewwwwewwwe
0001 1086  710 12 2-0 Bzzzezzezzzzzeezzzzzeeezzzewwewewwewwwwwwewwwwewwwe
0001 1086  710 12 2-0 Wzzzezzezzzzzeezzzzzeeezzeewweeewwzwwwwwwewwwwewwwe
0001 1086  710 13 2-0 Bzzzezzezzzzzeezzzzzweezeeewweeewwewwwwweewwwwewwwe
0001 1086  710 13 2-0 Wzzzezzezzzzzeeezzzzeeezzeewweeewwewwwwweewwwwewwwe
0001 1086  710 14 2-0 Bzzzezzezzzzzeeezzzzeewzzeeweeeewwewwwwweewwwwewwwe
0001 1086  710 14 2-0 Wzzzezzezzzzzeeezezzeeezzeewzeeewwewwwwweewwwwewwwe
0001 1086  710 15 2-0 Bzzzezzezeezzeewzeezeeezzeeweeeeweewwwwweewwwwewwwe
0001 1086  710 15 2-0 Wzzzezzeeeezzzewzeezeeezzeeweeeeweewwwwweewwwwewwwe
0001 1086  710 16 2-0 Bzzzezzeeeezzzewzeezeeezzeeweeeewwewwweweewwwwewwwe
0001 1086  710 16 2-0 Wezzezzzeeezzzewzeezeeezzeeweeeewwewwweweewwwwewwwe
0001 1086  710 17 2-0 Bezzezzzeeezzzewzeezeeezzeeweweeweewwweweewwwwewwwe
0001 1086  710 17 2-0 Wezzezzzeeezzzewzeezeeezeeeweeeewzewwweweewwwwewwwe
0001 1086  710 18 2-0 Bezzezzzeeezzzewzeezeeezeeewweeeweewwweeeewwwwewwwe
0001 1086  710 18 2-0 Wezzezzzeeezezewzezzeeezeeewweeeweewwweeeewwwwewwwe
0001 1086  710 19 2-0 Bezzezzzeeezezewzezzeeezeeewweweweeewweeeewwwwewwwe
0001 1086  710 19 2-0 Weezezzzzeezezewzezzeeezeeewweweweeewweeeewwwwewwwe
0001 1086  710 20 2-0 Beezezzzzeezezewzezzeeezeeewweweweeewweewewwewewwwe
0001 1086  710 20 2-0 Weezezzzzeeeezewzzzzeeezeeewweweweeewweewewwewewwwe
0001 1086  710 21 2-0 Beezezzzzeeeezewzzzzeeezeeewweweweewwweeeewwewewwwe
0001 1086  710 21 2-0 Weezezzzzeeeezewzezzeezzeeewweweweewwweeeewwewewwwe
0001 1086  710 22 2-0 Beezezzzzeeeezewzwzzeeezeeeweeweweewwweeeewwewewwwe
0001 1086  710 22 2-0 Weezezzezeezezewzwzzeeezeeeweeweweewwweeeewwewewwwe
0001 1086  710 23 2-0 Beezezzezeezezewzwzzeeezeeeweeweweewwwweeeweewewwwe
0001 1086  710 23 2-0 Weezezzezeeeezewzezzeeezeeeeeewzweewwwweeeweewewwwe
0001 1086  710 24 2-0 Beezezzezeeeezewzezzeeezeeeweeweweewewweeeweewewwwe
0001 1086  710 24 2-0 Weezezeezeezezewzezzeeezeeeweeweweewewweeeweewewwwe
0001 1086  710 25 2-0 Beezezeezeezezewzezzeeezeeeweewewweweweeeeweewewwwe
0001 1086  710 25 2-0 Weezezeezeeeezewzzzzeeezeeeweewewweweweeeeweewewwwe
0001 1086  710 26 2-0 Beezezeezeeeezewzzzzeeezeeewweweweeweweeeeweewewwwe
0001 1086  710 26 2-0 Weezezeezeeeezewzzzeeeezzeewweweweeweweeeeweewewwwe
0001 1086  710 27 2-0 Beezezeezeeeezewzzzweeeezeeweeweweeweweeeeweewewwwe
0001 1086  710 27 2-0 Weeeezeezzeeezewzzzweeeezeeweeweweeweweeeeweewewwwe
0001 1086  710 28 2-0 Beeeezeezzeeezewzzzweeeezeeweeweweewewweeeeeewewwwe
0002 1200  778  0 2-0 Bzzzzzzzzzzzzzzzzzzzzeeeeeeeweewewwwwwwwwwwwwwwwwww
0002 1200  778  0 2-0 Wzzzzzzzzzzzzzzzzzezzeezeeeeweewewwwwwwwwwwwwwwwwww
0002 1200  778  1 2-0 Bzzzzzzzzzzzzzzzzzezzeezeeeewweweewwwwwwwwwwwwwwwww
0002 1200  778  1 2-0 Wzzzzzzzzzzzzzzzzzezzeeeeeeeewewzewwwwwwwwwwwwwwwww
0002 1200  778  2 2-0 Bzzzzzzzzzzzzzzzzzezzeeeeeeewweweewwwewwwwwwwwwwwww
0002 1200  778  2 2-0 Wzzzzzzzzzzzzzzzzzeezeezeeeewweweewwwewwwwwwwwwwwww
0002 1200  778  3 2-0 Bzzzzzzzzzzzzzzzzzewzeeeeeeeeweweewwwewwwwwwwwwwwww
0002 1200  778  3 2-0 Wzzzzzzzzzzzzezzzzeezeeeeeeeeeewezwwwewwwwwwwwwwwww
0002 1200  778  4 2-0 Bzzzzzzzzzzzzezzzzeezeeeeeeeweeweewwwewewwwwwwwwwww
0002 1200  778  4 2-0 Wzzzzzzzzzzzeezzzzzezeeeeeeeweeweewwwewewwwwwwwwwww
0002 1200  778  5 2-0 Bzzzzzzzzzzzeezzzzzezeeeeeeeweeweewwwewwwwwwewwwwww
0002 1200  778  5 2-0 Wzzzzzzezzzzzezzzzzezeeeeeeeweeweewwwewwwwwwewwwwww
0002 1200  778  6 2-0 Bzzzzzzezzzzzezzzzzezeeeeeeeweewewwwwewewwwwewwwwww
0002 1200  778  6 2-0 Wezzzzzzzzzzzezzzzzezeeeeeeeweewewwwwewewwwwewwwwww
0002 1200  778  7 2-0 Bezzzzzzzzzzzezzzzzezeeeeeeeweewewwwwewewwwwwwwwwwe
